Cosmic_Phenotype_id, Site_Primary,Site_Subtype1,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Site_Primary_COSMIC,Site_Subtype1_COSMIC,Histology_COSMIC,Hist_Subtype1_COSMIC,NCI_Code
COSO37256219,thigh,NS,synovial_sarcoma,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,NS,C3400
COSO54216219,kidney,right,synovial_sarcoma,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,NS,C3400
COSO57206219,arm,NS,synovial_sarcoma,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,NS,C3400
COSO600710879,pericardium,NS,synovial_sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO362211461,lower_leg,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO333211461,hand,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO542111461,kidney,right,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO301111461,lung,right_upper_lobe,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO542111461,kidney,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO313511461,soft_tissue,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO345211461,axilla,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO372511461,thigh,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO345011461,neck,NS,synovial_sarcoma,poorly_differentiated,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO345211461,axilla,NS,synovial_sarcoma,poorly_differentiated,large_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO353711461,forearm,NS,synovial_sarcoma,poorly_differentiated,large_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO362211461,lower_leg,NS,synovial_sarcoma,poorly_differentiated,large_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO313511461,NS,NS,synovial_sarcoma,poorly_differentiated,small_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO345511461,shoulder,NS,synovial_sarcoma,poorly_differentiated,small_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO372511461,thigh,right,synovial_sarcoma,poorly_differentiated,small_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO313511461,NS,NS,synovial_sarcoma,poorly_differentiated,high_grade_spindle_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO372511461,thigh,NS,synovial_sarcoma,poorly_differentiated,large_cell_and_high_grade_spindle_cell_variant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,poorly_differentiated,C3400
COSO345510877,scapular_region,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO614710877,head_neck,parapharyngeal,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO572010877,lower_arm,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO344010877,buttock,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO354110877,upper_arm,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO362210877,lower_leg,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO351710877,knee,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO372510877,thigh,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO571910877,trunk_wall,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO345010877,neck,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO572910877,perineum,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO333010877,foot,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO344110877,chest_wall,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO571910877,lower_trunk,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO313510877,soft_tissue,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO573810877,leg,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO344210877,groin,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO344310877,mediastinum,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO574210877,soft_tissue,submandibular,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO345510877,shoulder,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO353510877,elbow,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO343910877,abdominal_wall,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO542110877,kidney,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO599310877,scrotum,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO563710877,face,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO595710877,lymph_node,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO301110877,lung,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO372510877,soft_tissue,trochanteric_region,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO318710877,retroperitoneum,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO301110877,lung,left_lower_lobe,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO352410877,soft_tissue,popliteal,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO601110877,fallopian_tube,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO601010877,muscle,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO346010877,back,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO572810877,hip,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO313510877,NS,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO333210877,hand,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO351710877,soft_tissue,suprapatellary_bursa,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO353710877,forearm,NS,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO367310877,soft_tissue,intrathoracic,synovial_sarcoma,biphasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,biphasic,C4279
COSO344010879,buttock,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO352210879,mouth,lip,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO333010879,heel,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO362210879,lower_leg,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO372510879,thigh,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO353710879,forearm,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO377310879,inguinal_region,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO343910879,abdominal_wall,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right_upper_lobe,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,left_upper_lobe,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,left_lower_lobe,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO354110879,upper_arm,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO294310879,heart,biatrial,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right_lower_lobe,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO353510879,elbow,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO333010879,foot,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO313510879,soft_tissue,NS,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right_middle_lobe,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO367310879,soft_tissue,intrathoracic,synovial_sarcoma,monophasic_fibrous,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO351710879,knee,NS,synovial_sarcoma,monophasic_fibrous,with_massive_ossification,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO344110879,chest_wall,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO345010879,neck,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO367610879,pelvis,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO345510879,shoulder,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO344210879,groin,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO333010879,foot,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO372510879,thigh,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO362210879,lower_leg,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO344110879,thorax,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO354110879,upper_arm,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO572810879,hip,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO353710879,wrist,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO571910879,upper_trunk,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO377310879,intraabdominal,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO351710879,knee,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO353510879,elbow,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO318710879,retroperitoneum,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO344010879,gluteal,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO572010879,lower_arm,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO571910879,lower_trunk,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO353710879,forearm,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO352410879,soft_tissue,popliteal,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO284210879,breast,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO343910879,abdominal_wall,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO344010879,buttock,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO313510879,soft_tissue,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO367610879,pubis,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO563710879,face,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO352210879,mouth,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO344310879,mediastinum,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO600710879,pericardium,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO600210879,soft_tissue,right_cheek,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO572010879,arm,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO574110879,ankle,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO573810879,leg,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO573610879,pleura,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO288110879,jejunum,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO367310879,chest,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO602610879,abdominopelvic,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO362210879,calf,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO542110879,kidney,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO319010879,pharynx,retropharynx,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO346010879,back,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO294310879,heart,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO313510879,NS,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO601010879,muscle,iliopsoas,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO346010879,soft_tissue,sacral_area,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO333010879,foot,toe,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO333010879,foot,sole,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO352710879,scalp,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO345210879,axilla,NS,synovial_sarcoma,monophasic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO376810879,peritoneum,NS,synovial_sarcoma,monophasic,epithelioid,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right_upper_lobe,synovial_sarcoma,monophasic,poorly_differentiated,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO367310879,soft_tissue,intrathoracic,synovial_sarcoma,monophasic,poorly_differentiated,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO561910879,prostate,NS,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right_upper_lobe,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO602010879,nerve,peroneal,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO301110879,lung,right_middle_lobe,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO362210879,lower_leg,NS,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO294310879,heart,mitral_valve,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO333010879,foot,right,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,synovial_sarcoma,monophasic,C6534
COSO36004837,stomach,NS,adenoma-dysplasia,associated_with_carcinoma,NS,NS,stomach,NS,adenoma,NS,C7699
COSO36006253,stomach,NS,gastritis,atrophic,NS,NS,stomach,NS,other,gastritis,C26780
COSO36006253,stomach,NS,gastritis,Helicobacter_pylori_associated,NS,NS,stomach,NS,other,gastritis,C26780
COSO54226271,NS,NS,endodermal_sinus_tumour,NS,NS,NS,genital_tract,NS,germ_cell_tumour,yolk_sac_tumour,C3011
COSO36246271,testis,NS,endodermal_sinus_tumour,NS,NS,NS,testis,NS,germ_cell_tumour,yolk_sac_tumour,C8000
COSO36244888,testis,NS,non_germ_cell_tumour,NS,NS,NS,testis,NS,other,neoplasm,C3404
COSO362410127,testis,NS,non_germ_cell_tumour,Leydig_cell_tumour,NS,NS,testis,NS,sex_cord-stromal_tumour,Leydig_cell_tumour,C6356
COSO30136737,ovary,NS,teratocarcinoma,NS,NS,NS,ovary,NS,germ_cell_tumour,mixed,C8114
COSO36246737,testis,NS,teratocarcinoma,NS,NS,NS,testis,NS,germ_cell_tumour,mixed,C6347
COSO108176271,soft_tissue,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO107986271,vulva,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C128295
COSO56416271,retroperitoneum,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO100846271,vagina,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO100856271,genitourinary_tract,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO38026271,brain,cerebellum,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO100866271,abdomen,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO54226271,NS,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,NS,germ_cell_tumour,yolk_sac_tumour,C3011
COSO54296271,coccyx,sacrococcygeal,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO38026271,brain,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO100886271,pharynx,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO97576271,pelvis,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO97556271,coccyx,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO30136271,ovary,NS,yolk_sac_tumour,NS,NS,NS,ovary,NS,germ_cell_tumour,yolk_sac_tumour,C8107
COSO37556271,brain,pineal_gland,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,germ_cell_tumour,yolk_sac_tumour,C3011
COSO36246271,testis,NS,yolk_sac_tumour,NS,NS,NS,testis,NS,germ_cell_tumour,yolk_sac_tumour,C8000
